datetime,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,TSLA_sma50,TSLA_sma200,TSLA_sma300,TSLA_ema8,TSLA_ema20,TSLA_ema50,TSLA_rsi,TSLA_macd,TSLA_stoch,TSLA_stochrsi,TSLA_vwap,TSLA_bb_hband,TSLA_bb_mavg,TSLA_bb_lband,TSLA_atr,TSLA_roc,TSLA_obv,TSLA_adi
2015-03-12 00:00:00,12.92,12.96,12.65,12.74,62239500,13.697000000000001,15.304200000000002,14.690499999999998,12.997605281967791,13.341088866308619,13.801695730836224,37.82002770389044,0.30667042726619265,11.274509803921584,0.18370159905572875,13.32615727732524,14.343626914226643,13.4335,12.523373085773358,0.44852380234423256,-6.392358559882434,406429500,54855541.79631212
2015-03-13 00:00:00,12.6,12.78,12.49,12.58,81514500,13.6522,15.297,14.699066666666665,12.90480410819717,13.268604212374465,13.753786094332844,35.88705770699394,0.3286964670967425,5.69620253164556,0.02978520326744805,13.19505998865305,14.3673949256032,13.386000000000001,12.404605074396802,0.43720067360535875,-7.363770250368189,324915000,23936248.69286392
2015-03-16 00:00:00,12.8,13.06,12.65,13.05,84432000,13.616599999999998,15.292150000000001,14.709333333333333,12.937069861931134,13.247784763576895,13.726186639653125,44.810320814948604,0.3047146297321124,35.44303797468358,0.7403169230830952,13.136362794814994,14.347112778369999,13.3595,12.371887221630002,0.44025776834783314,-5.503258508327297,409347000,104249614.54652256
2015-03-17 00:00:00,13.03,13.25,12.93,12.98,73411500,13.583799999999998,15.287800000000002,14.719933333333335,12.946609892613104,13.222281452760049,13.696924418490259,43.831839464073795,0.28803695510475613,31.012658227848114,0.6624034929137168,13.105418325241335,14.320734614781275,13.3275,12.334265385218727,0.4316679277515593,-4.277286135693216,335935500,53779208.296522856
2015-03-18 00:00:00,13.0,13.39,12.87,13.38,72313500,13.5712,15.28645,14.731333333333335,13.042918805365748,13.237302266782901,13.684496009922015,50.48540400625953,0.23977909657785723,63.12056737588656,1.0,13.053047475805636,14.298941055144924,13.315000000000001,12.331058944855078,0.43797736148359084,1.6717325227963573,408249000,123311419.83498447
2015-03-19 00:00:00,13.47,13.64,12.97,13.04,127128000,13.5502,15.283349999999999,14.741166666666668,13.042270181951137,13.218511574708339,13.65922165659174,45.54657996274873,0.2263602148650108,43.650793650793574,0.6701382477033773,13.040752919425259,14.180962342893771,13.261500000000002,12.342037657106232,0.45455040709190575,-1.9548872180451242,281121000,22747479.53647645
2015-03-20 00:00:00,13.16,13.27,13.04,13.21,64042500,13.533199999999999,15.281399999999998,14.752400000000002,13.079543474850885,13.217700948545641,13.641605121039122,48.27143162391649,0.1997059888522088,57.142857142857196,0.8521298181222792,13.025184639038956,13.931965063925814,13.198500000000001,12.465034936074188,0.4385110922996268,-2.1481481481481417,345163500,53376501.27560766
2015-03-23 00:00:00,13.23,13.37,13.16,13.31,39474000,13.518600000000001,15.278999999999998,14.764399999999998,13.130756035995134,13.226491334398437,13.628600998645432,49.860822339699574,0.1685699885418721,65.07936507936512,0.9582844820611676,13.022355425866591,13.851678126949508,13.172999999999998,12.494321873050488,0.422188871421082,-0.5231689088191351,384637500,70293929.84703662
2015-03-24 00:00:00,13.44,13.59,13.32,13.45,54748500,13.512,15.27685,14.778266666666665,13.201699139107326,13.247777873979537,13.621597037914238,52.080672429769905,0.13108656962588938,76.19047619047613,1.0,13.023027877433206,13.826437827765917,13.165000000000001,12.503562172234085,0.4120325234624333,4.02165506573859,439386000,68266207.62481408
2015-03-25 00:00:00,13.22,13.24,12.85,12.95,85956000,13.5014,15.273150000000001,14.7856,13.145765997083476,13.219418076457675,13.595259899172504,44.502604100025536,0.14011139446805565,39.99999999999991,0.5425991490660136,12.991367550712896,13.772507824677987,13.133500000000002,12.494492175322016,0.4254587717865452,1.7282010997643273,353430000,26390207.624813862
2015-03-26 00:00:00,12.93,12.99,12.65,12.69,61920000,13.4828,15.26915,14.791433333333334,13.04448466439826,13.16899730727123,13.559759510969661,41.149589331190086,0.1663261558746747,17.39130434782602,0.3402162011002628,12.97431172205322,13.66366977062937,13.0775,12.49133022937063,0.419354573801792,0.0,291510000,-20960380.61048056
2015-03-27 00:00:00,12.6,12.62,12.09,12.33,129073500,13.4724,15.262649999999999,14.794533333333332,12.88571029453198,13.089092801816827,13.511533647794382,36.993461918526634,0.21368728055650443,15.483870967741941,0.08935857717508275,12.921007320209489,13.643420114436639,13.016,12.388579885563361,0.43225781853023537,-4.566563467492259,162436500,-33137125.893499184
2015-03-30 00:00:00,12.39,12.82,12.12,12.7,151342500,13.470600000000001,15.258300000000002,14.7991,12.84444134019154,13.052036344500937,13.47970879886127,43.328798261734406,0.21884272262282067,39.35483870967737,0.4595478330279044,12.88817674716351,13.631250734429411,12.993,12.35474926557059,0.45138226006379006,-0.3139717425431784,313779000,66316516.96364333
2015-03-31 00:00:00,12.9,12.92,12.56,12.58,75399000,13.4648,15.2524,14.801766666666666,12.785676597926754,13.007080502167515,13.44442610086671,41.85874043056219,0.22996060204659763,31.612903225806452,0.36876774122390416,12.873712208564955,13.603099063611516,12.956999999999999,12.310900936388482,0.4448549557735193,0.0,238380000,-704816.3696901724
2015-04-01 00:00:00,12.58,12.82,12.4,12.51,56919000,13.458999999999998,15.2401,14.803799999999997,12.724415131720809,12.959739501961085,13.407781940048409,40.985193497680406,0.24163460328122,27.09677419354837,0.3148238288957219,12.863966464666882,13.530905967247412,12.907500000000002,12.284094032752593,0.44307960178969646,-4.137931034482765,181461000,-27809102.083976038
2015-04-02 00:00:00,12.68,12.88,12.67,12.73,75156000,13.451600000000001,15.22655,14.805900000000001,12.72565621356063,12.937859549393362,13.381202256124944,44.87859917206311,0.23047737230229082,41.29032258064518,0.5226371864872122,12.874688816971188,13.463268646113045,12.875,12.286731353886955,0.4378596302332896,-1.9260400616332818,256617000,-60018816.36969014
2015-04-06 00:00:00,13.2,13.85,13.17,13.54,186837000,13.4536,15.21855,14.812233333333333,12.906621499436046,12.995206258974946,13.387429618629849,56.307878025291565,0.15449404464298944,82.38636363636361,1.0,12.967805460704575,13.561380324449267,12.9055,12.249619675550733,0.48658394235948316,1.1958146487294345,443454000,-43533198.72263166
2015-04-07 00:00:00,13.5,13.67,13.41,13.55,65218500,13.4562,15.21035,14.8197,13.049594499561369,13.04804375812019,13.393804927703188,56.42799538799518,0.09240461078293372,82.95454545454551,1.0,12.99290030814241,13.653869069156745,12.9465,12.239130930843256,0.47039937504809154,3.9110429447852884,508672500,-38516391.030323625
2015-04-08 00:00:00,13.88,14.06,13.72,13.84,94546500,13.4576,15.203000000000001,14.826199999999998,13.22524016632551,13.123468162108743,13.411302773675613,59.873235356192296,0.01957209581242836,88.83248730964465,1.0,13.04598726810495,13.80002512523141,13.004,12.207974874768588,0.473227991116085,4.769114307342914,603219000,-66324185.14797109
2015-04-09 00:00:00,13.9,14.02,13.74,14.01,57003000,13.463200000000002,15.193999999999999,14.833966666666665,13.399631240475395,13.207899765717436,13.43478109627657,61.781008645947054,-0.0512747133047764,97.46192893401012,1.0,13.069628196714193,13.965567252192299,13.0585,12.151432747807702,0.4594259917506503,5.259203606311039,660222000,-13392828.00511387
2015-04-10 00:00:00,13.99,14.11,13.93,14.06,61015500,13.478599999999998,15.186799999999998,14.840200000000001,13.546379853703085,13.289052168982442,13.459299484657882,62.34801286094711,-0.11018574935609315,97.52475247524757,1.0,13.113290528532767,14.11730360595623,13.124500000000001,12.131696394043772,0.43946699233988956,4.53531598513012,721237500,13725171.9948868
2015-04-13 00:00:00,14.03,14.2,13.94,13.99,56373000,13.4848,15.1778,14.846533333333333,13.644962108435733,13.355809105269827,13.480111269573259,60.983947077896644,-0.14950139584238364,90.04739336492895,0.9462003572396837,13.151134779960183,14.222764564479483,13.195000000000002,12.16723543552052,0.4266479214584689,8.030888030888038,664864500,-20965904.9281898
2015-04-14 00:00:00,13.9,13.97,13.7,13.83,45390000,13.49,15.168399999999998,14.853266666666668,13.68608163989446,13.400970142863176,13.49383239625666,57.86753888900736,-0.16583700040181348,82.46445497630336,0.8232871888713477,13.163130022513839,14.295440530599667,13.234,12.172559469400333,0.4168873556400069,8.983451536643031,619474500,-22647016.039300866
2015-04-15 00:00:00,13.83,13.97,13.77,13.86,29286000,13.486,15.158000000000001,14.859733333333333,13.72473016436236,13.444687272114303,13.508191910128948,58.29785063591187,-0.17913883302926514,83.88625592417061,0.8402589643873777,13.192357693874051,14.366294077903444,13.278,12.189705922096557,0.40139540166572074,12.408759124087586,648760500,-25575616.03930105
2015-04-16 00:00:00,13.85,13.94,13.75,13.78,24886500,13.4704,15.1469,14.866900000000003,13.737012350059612,13.476621817627226,13.518851050908205,56.63666762295596,-0.18113726220428816,80.09478672985782,0.7747408245974672,13.229745499555234,14.407551260645358,13.297999999999998,12.188448739354639,0.3862957301181692,8.503937007874017,623874000,-42603221.30245909
2015-04-17 00:00:00,13.67,13.79,13.57,13.79,37048500,13.4548,15.135950000000001,14.873233333333333,13.748787383379698,13.506467358805585,13.529484343029452,56.802366509463695,-0.18143646156130622,80.28846153846153,0.740406626242455,13.359634369026221,14.45825509350869,13.3355,12.21274490649131,0.3744174636811571,9.61844197138314,660922500,-5554721.302459091
2015-04-20 00:00:00,13.79,13.86,13.59,13.68,38389500,13.433800000000002,15.12785,14.877366666666667,13.733501298184208,13.522994277014577,13.535386917812612,54.34248708460798,-0.1708282962534291,71.11111111111113,0.6252589304712934,13.510704385766845,14.489909368605508,13.359,12.228090631394492,0.36695907341821726,9.352517985611511,622533000,-18351221.30245909
2015-04-21 00:00:00,13.72,14.05,13.62,13.96,51487500,13.4232,15.12125,14.880233333333333,13.783834343032161,13.564613869679857,13.552038411231726,59.187456913183645,-0.18290647675291716,86.66666666666676,0.8520534254388712,13.602766809181674,14.551883988169308,13.391499999999999,12.23111601183069,0.3714619967454876,9.66221523959152,674020500,11583371.720796835
2015-04-22 00:00:00,14.17,14.79,14.11,14.63,117945000,13.425799999999999,15.1202,14.8853,13.971871155691682,13.666079215424631,13.594311414712836,67.951238289997,-0.24373232783652732,92.45283018867931,1.0,13.778624017563585,14.730601167876866,13.4505,12.170398832123134,0.40421471126366687,8.05022156573118,791965500,74024842.30903266
2015-04-23 00:00:00,14.55,14.77,14.48,14.57,66168000,13.4288,15.12005,14.890466666666665,14.104788676649086,13.752166909193713,13.632573712175079,66.57258696477727,-0.2838240079979144,86.41975308641982,0.8986937666496703,13.919614150792002,14.87796611542947,13.5315,12.18503388457053,0.3960565176019763,7.527675276752764,725797500,48926635.412480995
2015-04-24 00:00:00,14.7,14.72,14.53,14.56,36417000,13.4362,15.1185,14.894633333333335,14.205946748504845,13.829103394032407,13.668943370521154,66.33103682891715,-0.31120268609589274,83.33333333333341,0.8809441486123832,14.047065457205784,14.984389568887348,13.625,12.265610431112652,0.3813381949161209,5.202312138728328,689380500,24009740.67563925
2015-04-27 00:00:00,14.84,15.92,14.8,15.44,175089000,13.474400000000001,15.12255,14.902033333333332,14.480180804392656,13.982522118410273,13.738396571677187,74.94604215542049,-0.3993061782114484,79.57446808510636,1.0,14.34716487943931,15.220867661397515,13.7805,12.340132338602485,0.45124260956496937,10.206995003568878,864469500,49022454.961353295
2015-04-28 00:00:00,15.65,15.7,15.2,15.37,91281000,13.5102,15.126699999999998,14.908000000000001,14.677918403416509,14.114662869037865,13.80238101984671,73.33851625767637,-0.45819858738219565,76.59574468085103,0.9219782269506794,14.508277911350735,15.422368655203279,13.913999999999998,12.405631344796717,0.45472528031032866,9.317211948790886,773188500,19812534.96135327
2015-04-29 00:00:00,15.34,15.66,15.18,15.5,59041500,13.5478,15.12865,14.916633333333335,14.860603202657286,14.246599738653307,13.868954313186054,74.43520064172523,-0.5094880978449492,82.12765957446808,0.9752061470974529,14.608014571519119,15.588751124284055,14.059999999999999,12.531248875715942,0.4565306174310195,10.793423874195852,832230000,39493034.96135327
2015-04-30 00:00:00,15.36,15.53,15.01,15.07,58678500,13.5766,15.130799999999999,14.920200000000001,14.907135824289,14.325018811162515,13.916054144041503,64.9225279606251,-0.5095640607676764,63.82978723404256,0.5135055984102989,14.686885978404044,15.60046734475519,14.187999999999999,12.775532655244808,0.4610641447573752,8.966015907447579,773551500,-5644272.730954297
2015-05-01 00:00:00,15.33,15.45,14.69,15.07,79225500,13.595799999999999,15.13375,14.923866666666667,14.943327863335888,14.39596940057561,13.961306922706543,64.9225279606251,-0.50381657803457,63.82978723404256,0.5135055984102989,14.760080465016392,15.597571081217504,14.304999999999998,13.012428918782492,0.4824167058461341,8.730158730158736,852777000,-5644272.730954112
2015-05-04 00:00:00,15.21,15.65,15.14,15.37,66519000,13.613800000000001,15.138800000000002,14.926733333333331,15.03814389370569,14.488734219568407,14.016549788482758,68.20982723672724,-0.5175036889640783,76.59574468085103,0.6730556986140739,14.849987401532536,15.718260568332934,14.3965,13.074739431667066,0.4893869411428388,11.538461538461538,919296000,-12165743.319189731
2015-05-05 00:00:00,15.85,15.97,15.28,15.53,86953500,13.648,15.143099999999999,14.9234,15.147445250659981,14.587902389133319,14.075900777169709,69.83357375033742,-0.5350932637497152,81.66666666666661,0.7518647443360146,14.944448252504726,15.845129208338282,14.495500000000002,13.145870791661721,0.5037164453469218,12.6178390137781,1006249500,-36109460.71049419
