datetime,META_Open,META_High,META_Low,META_Close,META_Volume,META_sma50,META_sma200,META_sma300,META_ema8,META_ema20,META_ema50,META_rsi,META_macd,META_stoch,META_stochrsi,META_vwap,META_bb_hband,META_bb_mavg,META_bb_lband,META_atr,META_roc,META_obv,META_adi
2015-03-12 00:00:00,78.1,79.05,77.91,78.93,16093300,77.374,74.25574999999999,70.1319,78.92709732790951,78.62030772119131,77.77712290509757,52.488353468529894,-0.5318138563866057,35.306553911205185,0.3450271197415312,79.54346629105052,81.9689611005535,78.73949999999999,75.51003889944649,1.6091093020788763,0.6118546845124333,991721400,330015005.97219896
2015-03-13 00:00:00,78.6,79.38,77.68,78.05,18557300,77.3506,74.32845,70.2097,78.73218681059629,78.56599270012548,77.78782396764277,48.76921799855635,-0.4228508026009479,16.701902748414245,0.12857001521723926,79.50655628888978,81.86889743943878,78.8305,75.79210256056122,1.615601494787527,-1.8979386626445514,973164100,319535589.5016106
2015-03-16 00:00:00,77.96,78.12,77.36,78.07,19305400,77.3516,74.39965000000001,70.28806666666667,78.58503418601933,78.51875530011353,77.79888969440188,48.857911034048456,-0.3342575176964857,17.12473572938668,0.1337320314463034,79.45630776023108,81.66416837902769,78.94699999999999,76.22983162097229,1.5544871023027038,-2.9100858102226135,992469500,336300805.2910837
2015-03-17 00:00:00,78.36,79.78,78.34,79.36,22170000,77.3698,74.47995,70.36193333333333,78.75724881134838,78.59887384295985,77.86010970638611,54.34781220930541,-0.3639436048203919,44.397463002114144,0.45324932844034943,79.4387338228581,81.37893850182837,79.135,76.89106149817164,1.5655951664239398,0.4938584272508555,1014639500,345538305.29108363
2015-03-18 00:00:00,79.25,81.24,79.17,80.91,36912400,77.4442,74.56909999999999,70.43856666666666,79.23563796438206,78.81898109601129,77.97971324731215,59.91566132155176,-0.5067011533667909,77.16701902748413,0.7773032670492508,79.45079639083752,81.42174264173187,79.345,77.26825735826813,1.6016240831079436,1.4545454545454501,1051551900,370681534.2765909
2015-03-19 00:00:00,81.12,83.0,81.0,82.75,42099500,77.5762,74.6685,70.5203,80.0166073056305,79.19336384877211,78.16678331604501,65.32251119142668,-0.7595544902237492,95.64459930313589,1.0,79.78519152471736,82.06486072656944,79.51149999999998,76.95813927343053,1.636508077171662,3.9572864321608114,1093651400,402256159.2765909
2015-03-20 00:00:00,83.39,84.6,83.07,83.8,44466300,77.7292,74.7708,70.60889999999999,80.85736123771261,79.63209110126999,78.38769377423932,67.97703874311314,-1.032763748556448,89.10081743869212,1.0,80.307267189839,82.8712450134232,79.7065,76.5417549865768,1.6517575002308287,3.584672435105057,1138117700,400221753.3942381
2015-03-23 00:00:00,83.92,84.96,83.3,84.43,27357300,77.8542,74.87700000000001,70.6972,81.65128096266537,80.08903480591094,78.62464695956328,69.4863197995821,-1.285303609089965,93.11688311688329,1.0,80.64974330989244,83.72969550043625,79.98599999999999,76.24230449956373,1.6523462502143407,3.965028937323006,1165475000,410109934.1171301
2015-03-24 00:00:00,84.71,86.07,84.52,85.31,32576500,78.0056,74.99105,70.79520000000001,82.46432963762862,80.58626958630038,78.88681766703138,71.50646145466894,-1.5387145698032327,91.37343927355288,1.0,81.08102739790726,84.65817959895249,80.32900000000001,75.99982040104753,1.6514643751990297,6.624171978502683,1198051500,410740447.02035624
2015-03-25 00:00:00,85.5,85.52,82.92,82.92,37436100,78.1296,75.09125,70.87913333333333,82.56558971815559,80.80852962570033,79.04498168008898,59.90639826171515,-1.529065441361439,64.24517593643591,0.5349989353451596,81.32068397995572,84.95270241375992,80.49699999999999,76.04129758624005,1.7192169198276699,4.380664652567981,1160615400,373304347.02035624
2015-03-26 00:00:00,82.72,83.77,82.14,83.01,32794800,78.2608,75.17745,70.96383333333334,82.66434755856545,81.01819347087172,79.2004725945953,60.168440721652615,-1.5112598228801346,65.26674233825207,0.545503190436607,81.51709726953227,85.21472318258044,80.627,76.03927681741955,1.7128442826971217,7.040618955512583,1193410200,375517493.03262645
2015-03-27 00:00:00,83.38,83.95,82.88,83.3,18372600,78.4012,75.26505,71.05086666666666,82.80560365666202,81.23550837840776,79.3612383751994,61.051773714943764,-1.5032211209602622,68.55845629965948,0.5809125477386115,81.71028722454551,85.5060712863168,80.8435,76.18092871368322,1.666926833933042,7.3868763697305715,1211782800,371568242.5653367
2015-03-30 00:00:00,83.81,84.34,82.41,83.2,24527700,78.5842,75.3596,71.14053333333334,82.89324728851491,81.4226028185594,79.51177804676021,60.553095747511705,-1.4718150596730482,67.42338251986385,0.5593384341014321,82.02136639170064,85.758574828085,81.01599999999999,76.27342517191498,1.6857177743663967,5.409856835170398,1187255100,367120214.0679275
2015-03-31 00:00:00,82.9,83.5,82.21,82.22,19734300,78.725,75.4482,71.21956666666668,82.74363677995605,81.49854540726803,79.6179828292402,55.747389820656416,-1.3522597118306834,55.79793340987374,0.30690491728117036,82.27252459521895,85.87058804300135,81.14699999999999,76.42341195699863,1.6574522190545118,5.342729019859068,1167520800,347691872.20746255
2015-04-01 00:00:00,82.5,82.72,80.87,81.67,22058200,78.83359999999999,75.53559999999999,71.3001,82.5050508288547,81.51487441609964,79.69845409083864,53.195751665168665,-1.1993059810501308,49.48335246842716,0.19468207195636567,82.39092709997412,85.91295798500478,81.1855,76.45804201499523,1.6712056319791893,4.611246317407466,1145462600,344711034.3696247
2015-04-02 00:00:00,82.25,82.56,81.44,81.56,19664100,78.93,75.6214,71.3832,82.29503953355365,81.51917209075683,79.77145589119792,52.67644288049028,-1.0570282035889988,48.22043628013784,0.16859939269955312,82.55125307987413,85.93328159838137,81.203,76.47271840161864,1.6318338011235334,2.772177419354842,1125798500,329260670.0839105
2015-04-06 00:00:00,80.8,82.81,80.8,82.44,19062900,79.0258,75.70559999999999,71.4765,82.32725297054172,81.60686998687522,79.8761046797784,56.34782257330607,-1.0037105351668885,53.04010349288486,0.19497483119057046,82.7530622099175,86.05079865751046,81.3245,76.59820134248955,1.658845672471853,1.890989988876531,1144861400,341305387.99435824
2015-04-07 00:00:00,82.65,83.42,82.22,82.32,17467000,79.1156,75.7955,71.5724,82.32564119931021,81.67478713098235,79.97194371194395,55.713087633630856,-0.9409264868570659,45.65217391304341,0.16126615813882875,82.95055361527069,86.1314272994531,81.46849999999999,76.80557270054689,1.6260709815810066,-0.5196374622356578,1127394400,326749554.66102475
2015-04-08 00:00:00,82.63,83.1,81.84,82.28,18966700,79.2112,75.8844,71.66286666666666,82.31549871057462,81.73242645184118,80.06245572324028,55.48870806501867,-0.8778230132598281,28.083491461100667,0.14935010145899763,83.16924272229657,86.01544545261679,81.705,77.39455454738321,1.5999230543252199,-1.813842482100234,1108427700,321029438.7880089
2015-04-09 00:00:00,82.5,82.8,81.71,82.17,15927300,79.339,75.9684,71.75833333333334,82.28316566378027,81.7741001230944,80.14510451840732,54.834676448051155,-0.8096043600054514,25.996204933586444,0.1146166457063634,83.23684023863731,85.80694266486276,81.935,78.06305733513724,1.5634999790162758,-2.676773658652144,1092500400,318545364.4760825
2015-04-10 00:00:00,82.21,82.61,81.91,82.04,12529700,79.455,76.05,71.82820000000001,82.22912884960687,81.79942392089494,80.21941414513645,54.024241503692245,-0.7365600663160734,23.529411764706072,0.07157712659137706,83.11363586447756,85.70870659995863,82.09049999999999,78.47229340004135,1.501821409086542,-3.833079357636849,1079970700,310669553.0475114
2015-04-13 00:00:00,81.93,83.94,81.92,83.01,26883100,79.5552,76.12785,71.89633333333333,82.40265577191644,81.9147168808097,80.32884888454286,58.904775035676884,-0.7483167015586929,41.93548387096792,0.33076611850651233,83.00432637423572,85.46089827696339,82.3385,79.2161017230366,1.5388341655803601,0.1085383502170808,1106853800,312798907.5029571
2015-04-14 00:00:00,83.17,83.69,82.44,83.52,19634200,79.70739999999999,76.2098,71.96979999999999,82.65095448926834,82.06760098739926,80.45399206554119,61.234815071922256,-0.7896836755914052,57.627118644067785,1.0,82.77284344947383,85.07828920071883,82.611,80.14371079928118,1.5182031537531915,0.6143838091796059,1126488000,327092605.10295707
2015-04-15 00:00:00,83.55,83.66,82.27,82.71,22390900,79.8618,76.28535000000001,72.03633333333333,82.66407571387538,82.12878184574218,80.54246296493173,55.82138927361169,-0.7484790692000445,53.95480225988681,0.3674701593686131,82.65024827464929,84.74406633059877,82.7785,80.81293366940122,1.5090457856279635,-0.7082833133253342,1104097100,318877238.9159066
2015-04-16 00:00:00,82.47,83.07,82.15,82.31,13769700,80.0,76.36045,72.10340000000001,82.58539222190306,82.14604071757626,80.61177814277755,53.314810798905604,-0.6757577500136449,42.655367231638486,0.07458987575399142,82.60402236036671,84.63441461161598,82.8485,81.06258538838402,1.4669710866545367,-1.0697115384615392,1090327400,309896999.7854718
2015-04-17 00:00:00,81.48,82.11,80.37,80.78,24215000,80.10300000000001,76.42405,72.16546666666666,82.18419395036906,82.0159416016166,80.61837507835492,44.99261348348998,-0.4890301324173123,10.327455919395383,0.0,82.42001735476447,84.75111968657139,82.75,80.74888031342861,1.5007588661792126,-1.7513986864509823,1066112400,297093666.4521384
2015-04-20 00:00:00,81.54,83.15,81.24,83.09,28796800,80.25259999999999,76.50725,72.22803333333333,82.38548418362038,82.11823287765311,80.71530154587042,56.12753999951375,-0.5214340772359378,76.1904761904763,0.6855552466455092,82.34928990251034,84.66438691979397,82.7145,80.76461308020603,1.5628475185949835,1.7387045426717298,1094909200,324081243.41548914
2015-04-21 00:00:00,84.0,84.49,83.54,83.62,27171900,80.43560000000001,76.5939,72.29493333333333,82.65982103170475,82.26125831787664,80.82921128916962,58.217368765478895,-0.583158716883176,78.88349514563126,0.8142218411700793,82.47364161908475,84.50999999999556,82.674,80.83800000000446,1.5512155529810556,2.5257479156449265,1122081100,301485663.4154891
