datetime,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume,AMZN_sma50,AMZN_sma200,AMZN_sma300,AMZN_ema8,AMZN_ema20,AMZN_ema50,AMZN_rsi,AMZN_macd,AMZN_stoch,AMZN_stochrsi,AMZN_vwap,AMZN_bb_hband,AMZN_bb_mavg,AMZN_bb_lband,AMZN_atr,AMZN_roc,AMZN_obv,AMZN_adi
2015-03-12 00:00:00,18.44,18.77,18.38,18.71,56200000,17.224800000000002,16.39695,16.7346,18.790905503647274,18.676466273965637,17.744062371094262,54.288318096282936,-0.3443204695085562,34.482758620689836,0.2507468055187917,18.999248964736562,19.515258241062206,18.973,18.430741758937792,0.38649811525250305,-1.1621764395139929,879136000,1307076993.131889
2015-03-13 00:00:00,18.58,18.7,18.33,18.53,52234000,17.285,16.41205,16.730033333333335,18.73292650283677,18.66251710501653,17.774883454580763,51.28677620254229,-0.2952735433197091,18.965517241379516,0.1273795818822412,18.96089873721077,19.530652418787795,18.9565,18.3823475812122,0.3860339641630387,-3.840166061235072,826902000,1311312182.321079
2015-03-16 00:00:00,18.52,18.7,18.34,18.67,47082000,17.348000000000003,16.426949999999998,16.7262,18.718942835539707,18.66322976168162,17.809986064205045,53.4428547529075,-0.2646496149003035,31.034482758620943,0.21599717714405095,18.937364129092394,19.51922853279575,18.935499999999998,18.351771467204244,0.3841743952942502,-2.962577962577946,873984000,1350547182.3210797
2015-03-17 00:00:00,18.56,18.73,18.48,18.6,40740000,17.4114,16.441799999999997,16.722600000000003,18.69251109430866,18.657207879616706,17.84096700286367,52.19881841169264,-0.2320565129774046,25.00000000000023,0.1696462829233625,18.896995610108302,19.5248996571331,18.927,18.329100342866898,0.37459050991608944,-2.156759600210416,833244000,1348917582.32108
2015-03-18 00:00:00,18.5,18.8,18.33,18.76,53082000,17.4844,16.458399999999997,16.718799999999998,18.707508628906737,18.666997605367495,17.87700751255529,54.78936073726232,-0.2166396210095769,40.54054054054069,0.31079160950597445,18.845981643154488,19.5229144063175,18.9315,18.3400855936825,0.38140547349351184,-2.697095435684645,886326000,1392964348.278527
2015-03-19 00:00:00,18.69,18.86,18.61,18.66,38314000,17.5624,16.4749,16.714000000000002,18.69695115581635,18.666331166761065,17.90771310029822,52.861154835148305,-0.1941148239292616,31.531531531531574,0.22001712889004524,18.81938149366895,19.51999585404867,18.917,18.314004145951333,0.37201936824397525,-2.9641185647425914,848012000,1369975948.2785273
2015-03-20 00:00:00,18.81,18.97,18.8,18.92,75272000,17.6424,16.4928,16.710233333333335,18.74651756563494,18.69049010326001,17.947410625776723,57.08957399534428,-0.19499579688423552,54.95495495495508,0.42692198410298565,18.805682110573656,19.494843464887175,18.904,18.313156535112824,0.3675894133694055,-1.149425287356316,923284000,1400970301.2197058
2015-03-23 00:00:00,18.9,19.09,18.75,18.76,44786000,17.717200000000002,16.5057,16.7065,18.74951366216051,18.697110093425724,17.97927687574626,53.886197741575735,-0.18070031077335358,40.54054054054069,0.27329383887217656,18.78774098282097,19.483421447491036,18.8915,18.299578552508965,0.36561874098587654,-3.2490974729241824,878498000,1358818771.8079414
2015-03-24 00:00:00,18.7,18.76,18.61,18.7,44564000,17.7942,16.5168,16.703666666666663,18.738510626124842,18.697385322623276,18.007540527677783,52.6921733125221,-0.16265455600530387,35.135135135135094,0.21603058165099118,18.754647948461265,19.477394342122427,18.880000000000003,18.28260565787758,0.3502174023440284,-1.5789473684210564,833934000,1367731571.8079405
2015-03-25 00:00:00,18.76,19.02,18.51,18.55,68590000,17.8738,16.52765,16.699233333333332,18.696619375874878,18.683348625230582,18.028813448161007,49.72569469005225,-0.13469671901033564,23.076923076923208,0.12547022175442502,18.706312464080167,19.4297098257669,18.844,18.258290174233103,0.3616304450337405,-2.0073956682514478,765344000,1309900787.4942148
2015-03-26 00:00:00,18.48,18.57,18.28,18.37,58600000,17.946399999999997,16.5364,16.694499999999998,18.624037292347126,18.653505899018146,18.042193312939006,46.353276098044574,-0.09689845106258943,11.11111111111111,0.0,18.654730172237024,19.39131215288778,18.8005,18.209687847112217,0.35651398467418755,-0.5952380952380921,706744000,1287673201.2873182
2015-03-27 00:00:00,18.36,18.66,18.33,18.53,52196000,18.0238,16.54525,16.6903,18.603140116269987,18.64174343244499,18.0613229869414,49.623806037368375,-0.07894370037917042,30.864197530864246,0.30462362078704747,18.629930804777533,19.370310575857236,18.776500000000002,18.18268942414277,0.35462012862603143,1.1462882096069915,758940000,1298745080.0751975
2015-03-30 00:00:00,18.59,18.81,18.58,18.73,36418000,18.1114,16.5574,16.686133333333334,18.631331201543322,18.65014881983118,18.08754561490448,53.44448669126677,-0.0799313606656149,55.55555555555556,0.660489366172087,18.63555581863933,19.296097797473088,18.749000000000002,18.201902202526917,0.3492901194384576,0.10689470871191648,795358000,1309828819.205633
2015-03-31 00:00:00,18.66,18.89,18.58,18.6,50122000,18.1926,16.56885,16.6803,18.624368712311473,18.64537274175202,18.107641865300387,50.7501565288276,-0.0694238995149341,39.50617283950627,0.4095341311169179,18.65340621925183,19.221002730876315,18.7175,18.213997269123688,0.3464836823357108,0.37776578521316934,745236000,1266174174.0443435
2015-04-01 00:00:00,18.6,18.66,18.42,18.51,49162000,18.2734,16.5795,16.67456666666667,18.598953442908922,18.6324800996804,18.123420615680764,48.91173616488678,-0.053220915428045856,28.39506172839516,0.23830002588561633,18.647515202818298,19.157652414389993,18.686,18.214347585610007,0.3388777050260171,-0.8569898232458496,696074000,1253883674.0443437
2015-04-02 00:00:00,18.52,18.66,18.45,18.61,37506000,18.348399999999998,16.59115,16.669966666666667,18.601408233373604,18.630339137806075,18.142502160163872,51.03421014220539,-0.0478969715944082,40.74074074074059,0.4359914459283138,18.65308409219921,18.99109882301443,18.647,18.302901176985568,0.32967215466701594,0.053763440860204355,733580000,1273529674.0443435
